benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,16261534064,13545936296,1775177614491,3258500328589
page-rank,8128803156,34565560666,1775177614491,3258500328589
page-rank,7833152075,46222760655,1775177614491,3258500328589
