benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,10848243055,13679504598,1775157909215,8566997821909
dec-tree,2253203528,24633602688,1775157909215,8566997821909
dec-tree,1587971616,26985393992,1775157909215,8566997821909
