benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,11081979623,13599120355,1775157878416,8536198821934
dec-tree,2101224593,24945571077,1775157878416,8536198821934
dec-tree,2061223844,27250155634,1775157878416,8536198821934
