benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,10766517657,12534291300,1775157938846,8596628821940
dec-tree,2352763807,23414453328,1775157938846,8596628821940
dec-tree,1776896425,25883395604,1775157938846,8596628821940
