benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,11806818295,12559320785,1775157967320,8625102821944
dec-tree,2717927192,24471267491,1775157967320,8625102821944
dec-tree,2919057690,27337022416,1775157967320,8625102821944
