benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,10915171215,13556707047,1775157848760,8506542821934
dec-tree,2225388333,24583369004,1775157848760,8506542821934
dec-tree,1727466061,26913682615,1775157848760,8506542821934
