benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dotty,14012760473,1993857408,1775158084764,8742546821912
dotty,4676639879,16503025553,1775158084764,8742546821912
dotty,3335144150,21607883689,1775158084764,8742546821912
