benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dotty,14792927481,2031353211,1775158058003,8715785821917
dotty,4730139493,17416639319,1775158058003,8715785821917
dotty,3352983686,22662257042,1775158058003,8715785821917
