benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dotty,15169651466,1967944853,1775158030256,8688038821929
dotty,5283919594,17678688466,1775158030256,8688038821929
dotty,3667841876,23443668793,1775158030256,8688038821929
