benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,5242144718,13691908060,1775176764932,2408941328586
chi-square,731798597,19190126788,1775176764932,2408941328586
chi-square,812042835,20117386387,1775176764932,2408941328586
