benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,5426359780,12191498268,1775176786960,2430969328561
chi-square,778856309,17732045800,1775176786960,2430969328561
chi-square,767721500,18605738316,1775176786960,2430969328561
