benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,5849688376,12850348339,1775176807273,2451282328575
chi-square,1635409166,18843935426,1775176807273,2451282328575
chi-square,1428026556,20638620261,1775176807273,2451282328575
