benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
scala-kmeans,443701588,1615426480,1775177745481,3389490328571
scala-kmeans,282864766,2171531501,1775177745481,3389490328571
scala-kmeans,273505750,2521216195,1775177745481,3389490328571
