benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
movie-lens,35951269089,21732000453,1775177155002,2799011328578
movie-lens,29517306482,57986827248,1775177155002,2799011328578
movie-lens,28906956376,87856641727,1775177155002,2799011328578
