benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
movie-lens,32328270888,24583498181,1775177375901,3019910328579
movie-lens,24919564720,57157428683,1775177375901,3019910328579
movie-lens,24022739441,82267919757,1775177375901,3019910328579
