benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
dec-tree,10630898536,12621809702,1775176859718,2503727328596
dec-tree,2348932082,23360936548,1775176859718,2503727328596
dec-tree,1757788825,25811106561,1775176859718,2503727328596
