benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
movie-lens,32751607739,20553497539,1775158561988,9219770821963
movie-lens,25924392815,53632386285,1775158561988,9219770821963
movie-lens,24995660098,79846718770,1775158561988,9219770821963
