benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
movie-lens,29820251563,21616080717,1775158858235,9516017821954
movie-lens,21842328687,51608135675,1775158858235,9516017821954
movie-lens,21417142705,73590225811,1775158858235,9516017821954
