benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
philosophers,8927675775,1016002560,1775159495655,10153437821909
philosophers,6621943742,9968437531,1775159495655,10153437821909
philosophers,7201296128,16603949120,1775159495655,10153437821909
