benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
philosophers,8349940746,1117325506,1775159519733,10177515821914
philosophers,6699547822,9533503712,1775159519733,10177515821914
philosophers,6758365317,16277404385,1775159519733,10177515821914
