benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
philosophers,9931914781,1052859738,1775159593118,10250900821911
philosophers,6622526161,11009438537,1775159593118,10250900821911
philosophers,6538551371,17645439114,1775159593118,10250900821911
