benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,6314197627,14039310157,1775157711552,8369334821971
chi-square,1014237491,20498498319,1775157711552,8369334821971
chi-square,1000780143,21615692564,1775157711552,8369334821971
