benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,5913208317,12862688387,1775157803620,8461402821915
chi-square,827505819,18899770455,1775157803620,8461402821915
chi-square,915290914,19813528209,1775157803620,8461402821915
