benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
chi-square,6560513665,14295038807,1775157758252,8416034821930
chi-square,777583586,21211556907,1775157758252,8416034821930
chi-square,683344298,22128977406,1775157758252,8416034821930
