benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
scala-kmeans,509929187,1435002559,1775159659567,10317349821964
scala-kmeans,276552935,1999056794,1775159659567,10317349821964
scala-kmeans,284319102,2314389943,1775159659567,10317349821964
