benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
scala-kmeans,456596759,1267957648,1775159654714,10312496821937
scala-kmeans,241282582,1765138978,1775159654714,10312496821937
scala-kmeans,249081046,2043011255,1775159654714,10312496821937
