benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
scala-kmeans,429014989,1337092608,1775159645938,10303720821952
scala-kmeans,242218051,1808624074,1775159645938,10303720821952
scala-kmeans,249760804,2088472110,1775159645938,10303720821952
