benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
scala-kmeans,421471645,1304405854,1775159657125,10314907821958
scala-kmeans,256773972,1763081296,1775159657125,10314907821958
scala-kmeans,250638533,2055307754,1775159657125,10314907821958
