benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,19600515912,20550891432,1775159281749,9939531821915
page-rank,8883724864,45289748971,1775159281749,9939531821915
page-rank,8801675752,58930247694,1775159281749,9939531821915
