benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,17746895731,14578459197,1775159432890,10090672821945
page-rank,8136065925,38106089928,1775159432890,10090672821945
page-rank,8094346201,50247859895,1775159432890,10090672821945
