benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,20909888353,19600025393,1775159059161,9716943821962
page-rank,9754942253,47559155674,1775159059161,9716943821962
page-rank,7939573789,60902721979,1775159059161,9716943821962
