benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,21928998355,17280405042,1775159205778,9863560821936
page-rank,9561248776,46195306822,1775159205778,9863560821936
page-rank,9589870717,60556024880,1775159205778,9863560821936
