benchmark,duration_ns,uptime_ns,vm_start_unix_ms,vm_start_ns
page-rank,19322678893,16913430684,1775159134176,9791958821955
page-rank,9825697845,43126023051,1775159134176,9791958821955
page-rank,9589787704,57269267047,1775159134176,9791958821955
